Stop_Signs
STREET,X_STREET,DIRECTION,ST_FACING,DIST,CNN,CONCATENAT,MTAB_DATE,MTAB_RESO_TEXT,MTAB_MOTION,STATUS,WORKORDER,INSTALL_DATE,shape,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
05TH AVE,CALIFORNIA,SE,NB,0,27594000,05TH AVE & CALIFORNIA,,,,,,,POINT (-122.46349 37.785126),5,5,8,4,11
ANZA,02ND AVE,NE,WB,,27226000,ANZA ST & 02ND AVE,20150303000000,,15-022,I,,,POINT (-122.45985 37.779278),5,5,8,4,11
BALBOA,18TH AVE,NE,WB,,27493000,BALBOA ST & 18TH AVE,,,,,,,POINT (-122.47695 37.776638),5,5,8,4,29
18TH AVE,BALBOA,NW,SB,0,27493000,18TH AVE & BALBOA,,,,,,,POINT (-122.47695 37.776638),5,5,8,4,29
14TH AVE,BALBOA,SE,NB,0,27473000,14TH AVE & BALBOA,,,,,,,POINT (-122.47256 37.77684),5,5,8,4,29
BALBOA,04TH AVE,NE,WB,0,27241000,BALBOA ST & 04TH AVE,,,,,,,POINT (-122.46185 37.77733),5,5,8,4,11
12TH AVE,ANZA,SE,NB,0,27299000,12TH AVE & ANZA,,,,,,,POINT (-122.47056 37.778797),5,5,8,4,11
17TH AVE,CALIFORNIA,SE,NB,0,27631000,17TH AVE & CALIFORNIA,,,,,,,POINT (-122.476425 37.784267),5,5,8,4,29
CLEMENT,09TH AVE,NE,WB,0,27291000,09TH AVE & CLEMENT,20210108000000,,6351,I,21-01790,20210211000000,POINT (-122.46761 37.7828),5,5,8,4,11
CABRILLO,17TH AVE,NE,WB,0,27457000,CABRILLO ST & 17TH AVE,,,,I,,,POINT (-122.47574 37.774822),5,5,8,4,29
CLEMENT,05TH AVE,SW,EB,,27251000,CLEMENT ST & 05TH AVE,20161018000000,,16-140,I,18-6147,,POINT (-122.46334 37.782986),5,5,8,4,11
ANZA,15TH AVE,NE,WB,,27478000,ANZA ST & 15TH AVE,,,,,,,POINT (-122.473816 37.77865),5,5,8,4,29
FUNSTON,CABRILLO,SE,NB,0,27268000,FUNSTON & CABRILLO,,,,,,,POINT (-122.47136 37.775024),5,5,8,4,11
BALBOA,02ND AVE,NE,WB,0,27224000,02ND AVE & BALBOA,20210205000000,,6359,I,21-01837,20210326000000,POINT (-122.45971 37.777424),5,5,8,4,11
15TH AVE,BALBOA,NW,SB,0,27474000,15TH AVE & BALBOA,,,,,,,POINT (-122.47369 37.776787),5,5,8,4,29
ANZA,03RD AVE,NE,WB,0,27236000,ANZA ST & 03RD AVE,,,,,,,POINT (-122.460915 37.77923),5,5,8,4,11
08TH AVE,ANZA,SE,NB,0,27282000,08TH AVE & ANZA,,,,,,,POINT (-122.46628 37.778988),5,5,8,4,11
CALIFORNIA,17TH AVE,SW,EB,,27631000,CALIFORNIA & 17TH AVE,,,,,,,POINT (-122.476425 37.784267),5,5,8,4,29
12TH AVE,LAKE,NW,SB,0,27613000,12TH AVE & LAKE,,,,,,,POINT (-122.4711 37.78638),5,5,8,4,11
CORNWALL,02ND AVE,NE,WB,0,27565000,CORNWALL & 02ND AVE,,,,,,,POINT (-122.46026 37.785),5,5,8,4,11
12TH AVE,BALBOA,SE,NB,0,27297000,12TH AVE & BALBOA,,,,,,,POINT (-122.47042 37.776936),5,5,8,4,11
14TH AVE,CLEMENT,SE,NB,0,27485000,14TH AVE & CLEMENT,,,,,,,POINT (-122.47297 37.78255),5,5,8,4,29
05TH AVE,ANZA,NW,SB,0,27244000,05TH AVE & ANZA,,,,,,,POINT (-122.463066 37.779133),5,5,8,4,11
CLEMENT,12TH AVE,SW,EB,,27306000,CLEMENT ST & 12TH AVE,20160517000000,,16-060,,,,POINT (-122.47083 37.782646),5,5,8,4,11
CABRILLO,10TH AVE,SW,EB,0,27292000,CABRILLO ST & 10TH AVE,,,,I,,,POINT (-122.46815 37.77517),5,5,8,4,11
11TH AVE,CABRILLO,NW,SB,0,27264000,11TH AVE & CABRILLO ST,,,,,,,POINT (-122.469215 37.77512),5,5,8,4,11
17TH AVE,CALIFORNIA,NW,SB,0,27631000,17TH AVE & CALIFORNIA,,,,,,,POINT (-122.476425 37.784267),5,5,8,4,29
06TH AVE,CABRILLO,SE,NB,0,27270000,06TH AVE & CABRILLO,,,,,,,POINT (-122.46386 37.775364),5,5,8,4,11
17TH AVE,CABRILLO,NW,SB,0,27457000,17TH AVE & CABRILLO,,,,,,,POINT (-122.47574 37.774822),5,5,8,4,29
ANZA,06TH AVE,NE,WB,0,27275000,ANZA ST & 06TH AVE,,,,,,,POINT (-122.464134 37.779087),5,5,8,4,11
02ND AVE,ANZA,NW,SB,0,27226000,02ND AVE & ANZA ST,,,,I,,,POINT (-122.45985 37.779278),5,5,8,4,11
16TH AVE,CABRILLO,SE,NB,0,27454000,16TH AVE & CABRILLO,,,,,,,POINT (-122.47467 37.77487),5,5,8,4,29
04TH AVE,CLEMENT,SE,WB,0,27250000,04TH AVE & CLEMENT,,,,,,,POINT (-122.462265 37.783035),5,5,8,4,11
03RD AVE,CABRILLO,SE,NB,0,27234000,03RD AVE & CABRILLO,,,,,,,POINT (-122.46065 37.775513),5,5,8,4,11
04TH AVE,ANZA,SE,NB,0,27242000,04TH AVE & ANZA,,,,,,,POINT (-122.46199 37.779182),5,5,8,4,11
10TH AVE,BALBOA,NW,SB,0,27293000,10TH AVE & BALBOA,,,,,,,POINT (-122.46828 37.777035),5,5,8,4,11
03RD AVE,ANZA,SE,NB,,27236000,03RD AVE & ANZA,,,,,,,POINT (-122.460915 37.77923),5,5,8,4,11
BALBOA,19TH AVE,NE,WB,0,27496000,BALBOA ST & 19TH AVE,,,,,,,POINT (-122.47802 37.77659),5,5,8,4,29
BALBOA,12TH AVE,NE,WB,,27297000,BALBOA ST & 12TH AVE,,,,,,,POINT (-122.47042 37.776936),5,5,8,4,11
CABRILLO,17TH AVE,SW,EB,0,27457000,CABRILLO ST & 17TH AVE,,,,I,,,POINT (-122.47574 37.774822),5,5,8,4,29
BALBOA,08TH AVE,SW,EB,0,27278000,BALBOA ST & 08TH AVE,,,,,,,POINT (-122.46614 37.77713),5,5,8,4,11
02ND AVE,BALBOA,SE,NB,0,27224000,02ND AVE & BALBOA,,,,,,,POINT (-122.45971 37.777424),5,5,8,4,11
BALBOA,03RD AVE,NE,WB,,27235000,BALBOA ST & 03RD AVE,,,,,,,POINT (-122.460785 37.777374),5,5,8,4,11
02ND AVE,CLEMENT,NW,SB,0,27246000,02ND AVE & CLEMENT,,,,,,,POINT (-122.46012 37.78313),5,5,8,4,11
17TH AVE,ANZA,SE,NB,0,27494000,17TH AVE & ANZA,,,,,,,POINT (-122.47601 37.77855),5,5,8,4,29
11TH AVE,CABRILLO,SE,NB,0,27264000,11TH AVE & CABRILLO ST,,,,,,,POINT (-122.469215 37.77512),5,5,8,4,11
11TH AVE,ANZA,NW,SB,0,27296000,11TH AVE & ANZA ST,,,,,,,POINT (-122.46948 37.778843),5,5,8,4,11
BALBOA,08TH AVE,NE,WB,0,27278000,BALBOA ST & 08TH AVE,,,,,,,POINT (-122.46614 37.77713),5,5,8,4,11
CORNWALL,05TH AVE,NW,EB,0,27586000,CORNWALL & 05TH AVE,,,,,,,POINT (-122.46347 37.78485),5,5,8,4,11
ANZA,19TH AVE,SW,EB,0,27498000,ANZA ST & 19TH AVE,,,,,,,POINT (-122.47815 37.778454),5,5,8,4,29
FUNSTON,BALBOA,SE,NB,0,27298000,FUNSTON & BALBOA,,,,,,,POINT (-122.4715 37.776886),5,5,8,4,11
CLEMENT,05TH AVE,NE,WB,,27251000,CLEMENT ST & 05TH AVE,20161008000000,,16-140,I,18-6147,,POINT (-122.46334 37.782986),5,5,8,4,11
05TH AVE,CLEMENT,SE,NB,0,27251000,05TH AVE & CLEMENT ST,,,,,,,POINT (-122.46334 37.782986),5,5,8,4,11
19TH AVE,CABRILLO,NW,SB,0,27469000,19TH AVE & CABRILLO,,,,,,,POINT (-122.47789 37.774727),5,5,8,4,29
16TH AVE,CABRILLO,NW,SB,0,27454000,16TH AVE & CABRILLO,,,,,,,POINT (-122.47467 37.77487),5,5,8,4,29
16TH AVE,ANZA,NW,SB,15N,27479000,16TH AVE & ANZA,,,,,,,POINT (-122.474945 37.7786),5,5,8,4,29
BALBOA,07TH AVE,SW,EB,,27274000,BALBOA ST & 07TH AVE,,,,,,,POINT (-122.46506 37.77718),5,5,8,4,11
ANZA,10TH AVE,NE,WB,0,27295000,ANZA ST & 10TH AVE,,,,,,,POINT (-122.468414 37.778893),5,5,8,4,11
CLEMENT,17TH AVE,NE,WB,0,27502000,CLEMENT ST & 17TH AVE,,,,,,,POINT (-122.476295 37.782402),5,5,8,4,29
CABRILLO,08TH AVE,SW,EB,0,27277000,CABRILLO ST & 08TH AVE,,,,I,,,POINT (-122.466 37.775265),5,5,8,4,11
17TH AVE,ANZA,NW,SB,0,27494000,17TH AVE & ANZA,,,,,,,POINT (-122.47601 37.77855),5,5,8,4,29
BALBOA,19TH AVE,SW,EB,0,27496000,BALBOA ST & 19TH AVE,,,,,,,POINT (-122.47802 37.77659),5,5,8,4,29
BALBOA,04TH AVE,SW,EB,0,27241000,BALBOA ST & 04TH AVE,,,,,,,POINT (-122.46185 37.77733),5,5,8,4,11
05TH AVE,CALIFORNIA,NW,SB,0,27594000,05TH AVE & CALIFORNIA,,,,,,,POINT (-122.46349 37.785126),5,5,8,4,11
08TH AVE,ANZA,NW,SB,0,27282000,08TH AVE & ANZA,,,,,,,POINT (-122.46628 37.778988),5,5,8,4,11
16TH AVE,CALIFORNIA,NW,SB,0,27624000,16TH AVE & CALIFORNIA,,,,,,,POINT (-122.47536 37.784313),5,5,8,4,29
02ND AVE,CLEMENT,SE,NB,0,27246000,02ND AVE & CLEMENT,,,,,,,POINT (-122.46012 37.78313),5,5,8,4,11
04TH AVE,ANZA,NW,SB,0,27242000,04TH AVE & ANZA,,,,,,,POINT (-122.46199 37.779182),5,5,8,4,11
09TH AVE,ANZA,NW,SB,0,27283000,09TH AVE & ANZA,,,,,,,POINT (-122.46734 37.778942),5,5,8,4,11
15TH AVE,BALBOA,SE,NB,0,27474000,15TH AVE & BALBOA,,,,,,,POINT (-122.47369 37.776787),5,5,8,4,29
09TH AVE,CALIFORNIA,NW,SB,0,27606000,09TH AVE & CALIFORNIA,,,,,,,POINT (-122.46775 37.784664),5,5,8,4,11
CLEMENT,15TH AVE,,EB,,27489000,CLEMENT ST & 15TH AVE,,,,,,,POINT (-122.4741 37.782505),5,5,8,4,29
FUNSTON,LAKE,SE,NB,0,27627000,FUNSTON & LAKE,,,,,,,POINT (-122.472176 37.786327),5,5,8,4,11
CLEMENT,10TH AVE,NE,WB,0,27303000,CLEMENT ST & 10TH AVE,,,,,,,POINT (-122.46869 37.782745),5,5,8,4,11
ANZA,08TH AVE,SW,EB,0,27282000,ANZA ST & 08TH AVE,,,,,,,POINT (-122.46628 37.778988),5,5,8,4,11
11TH AVE,CALIFORNIA,SE,NB,0,27610000,11TH AVE & CALIFORNIA ST,,,,,,,POINT (-122.469894 37.78457),5,5,8,4,11
19TH AVE,ANZA,SE,NB,3N,27498000,19TH AVE & ANZA,,,,,,,POINT (-122.47815 37.778454),5,5,8,4,29
CABRILLO,09TH AVE,NE,WB,,27280000,CABRILLO ST & 09TH AVE,,,,I,19-7628,20191009000000,POINT (-122.46707 37.77522),5,5,8,4,11
BALBOA,18TH AVE,SW,EB,,27493000,BALBOA ST & 18TH AVE,,,,,,,POINT (-122.47695 37.776638),5,5,8,4,29
12TH AVE,CABRILLO,NW,SB,0,27267000,12TH AVE & CABRILLO,,,,,,,POINT (-122.47028 37.77507),5,5,8,4,11
FUNSTON,BALBOA,NW,SB,0,27298000,FUNSTON & BALBOA,,,,,,,POINT (-122.4715 37.776886),5,5,8,4,11
CLEMENT,09TH AVE,SW,EB,0,27291000,09TH AVE & CLEMENT,20210108000000,,6351,I,21-01790,20210211000000,POINT (-122.46761 37.7828),5,5,8,4,11
CABRILLO,06TH AVE,SW,EB,0,27270000,CABRILLO ST & 06TH AVE,,,,I,,,POINT (-122.46386 37.775364),5,5,8,4,11
CORNWALL,04TH AVE,NE,WB,0,27585000,CORNWALL & 04TH AVE,,,,,,,POINT (-122.4624 37.7849),5,5,8,4,11
15TH AVE,ANZA,SE,NB,0,27478000,15TH AVE & ANZA,,,,,,,POINT (-122.473816 37.77865),5,5,8,4,29
CABRILLO,18TH AVE,SW,EB,0,27463000,CABRILLO ST & 18TH AVE,,,,I,,,POINT (-122.476814 37.774773),5,5,8,4,29
12TH AVE,CABRILLO,SE,NB,0,27267000,12TH AVE & CABRILLO,,,,,,,POINT (-122.47028 37.77507),5,5,8,4,11
07TH AVE,CABRILLO,SE,NB,0,27273000,07TH AVE & CABRILLO,,,,,,,POINT (-122.46493 37.775314),5,5,8,4,11
CALIFORNIA,17TH ST,,WB,,27631000,CALIFORNIA & 17TH ST,,,,,,,POINT (-122.476425 37.784267),5,5,8,4,29
BALBOA,15TH AVE,SW,EB,0,27474000,BALBOA ST & 15TH AVE,,,,,,,POINT (-122.47369 37.776787),5,5,8,4,29
07TH AVE,ANZA,SE,NB,0,27276000,07TH AVE & ANZA,,,,,,,POINT (-122.465195 37.779037),5,5,8,4,11
CLEMENT,19TH AVE,NE,WB,0,27506000,CLEMENT ST & 19TH AVE,,,,,,,POINT (-122.47843 37.782303),5,5,8,4,29
CABRILLO,05TH AVE,NE,WB,,27240000,CABRILLO ST & 05TH AVE,,,,I,,,POINT (-122.46279 37.775414),5,5,8,4,11
CLEMENT,15TH AVE,,WB,,27489000,CLEMENT ST & 15TH AVE,,,,,,,POINT (-122.4741 37.782505),5,5,8,4,29
14TH AVE,CABRILLO,SE,NB,0,27448000,14TH AVE & CABRILLO,,,,,,,POINT (-122.47242 37.774975),5,5,8,4,29
05TH AVE,ANZA,SE,NB,0,27244000,05TH AVE & ANZA,,,,,,,POINT (-122.463066 37.779133),5,5,8,4,11
08TH AVE,CABRILLO,SE,NB,0,27277000,08TH AVE & CABRILLO,,,,,,,POINT (-122.466 37.775265),5,5,8,4,11
BALBOA,02ND AVE,SW,EB,0,27224000,02ND AVE & BALBOA,20210205000000,,6359,I,21-01837,20210326000000,POINT (-122.45971 37.777424),5,5,8,4,11
10TH AVE,ANZA,NW,SB,0,27295000,10TH AVE & ANZA,,,,,,,POINT (-122.468414 37.778893),5,5,8,4,11
CABRILLO,15TH AVE,NE,WB,0,27450000,CABRILLO ST & 15TH AVE,,,,I,,,POINT (-122.47355 37.77492),5,5,8,4,29
18TH AVE,CLEMENT,SE,NB,0,27503000,18TH AVE & CLEMENT,,,,,,,POINT (-122.47736 37.782356),5,5,8,4,29
CABRILLO,12TH AVE,SW,EB,,27267000,CABRILLO ST & 12TH AVE,,,,I,,,POINT (-122.47028 37.77507),5,5,8,4,11
ANZA,07TH AVE,SW,EB,,27276000,ANZA ST & 07TH AVE,,,,,,,POINT (-122.465195 37.779037),5,5,8,4,11
11TH AVE,BALBOA,NW,SB,0,27294000,11TH AVE & BALBOA ST,,,,,,,POINT (-122.469345 37.776985),5,5,8,4,11
ANZA,18TH AVE,NE,WB,0,27495000,ANZA ST & 18TH AVE,,,,,,,POINT (-122.47709 37.7785),5,5,8,4,29
CABRILLO,10TH AVE,NE,WB,0,27292000,CABRILLO ST & 10TH AVE,,,,I,,,POINT (-122.46815 37.77517),5,5,8,4,11
ANZA,04TH AVE,WB,WB,,27242000,ANZA ST & 04TH AVE,,,,,,,POINT (-122.46199 37.779182),5,5,8,4,11
09TH AVE,BALBOA,SE,NB,0,27281000,09TH AVE & BALBOA,,,,,,,POINT (-122.46721 37.777084),5,5,8,4,11
CABRILLO,19TH AVE,SW,EB,0,27469000,CABRILLO ST & 19TH AVE,,,,I,,,POINT (-122.47789 37.774727),5,5,8,4,29
04TH AVE,CABRILLO,NW,SB,0,27238000,04TH AVE & CABRILLO,,,,,,,POINT (-122.46172 37.775463),5,5,8,4,11
03RD AVE,CLEMENT,NW,SB,0,27247000,03RD AVE & CLEMENT,,,,,,,POINT (-122.4612 37.78308),5,5,8,4,11
CLEMENT,12TH AVE,NE,WB,,27306000,CLEMENT ST & 12TH AVE,20160517000000,,16-060,,,,POINT (-122.47083 37.782646),5,5,8,4,11
BALBOA,10TH AVE,NE,WB,0,27293000,BALBOA ST & 10TH AVE,,,,,,,POINT (-122.46828 37.777035),5,5,8,4,11
14TH AVE,BALBOA,NW,SB,0,27473000,14TH AVE & BALBOA,,,,,,,POINT (-122.47256 37.77684),5,5,8,4,29
05TH AVE,CLEMENT,NW,SB,0,27251000,05TH AVE & CLEMENT ST,,,,,,,POINT (-122.46334 37.782986),5,5,8,4,11
CABRILLO,03RD AVE,NE,WB,0,27234000,CABRILLO ST & 03RD AVE,,,,I,,,POINT (-122.46065 37.775513),5,5,8,4,11
19TH AVE,CLEMENT,NW,SB,0,27506000,19TH AVE & CLEMENT,,,,,,,POINT (-122.47843 37.782303),5,5,8,4,29
18TH AVE,BALBOA,SE,NB,0,27493000,18TH AVE & BALBOA,,,,,,,POINT (-122.47695 37.776638),5,5,8,4,29
02ND AVE,BALBOA,NW,SB,0,27224000,02ND AVE & BALBOA,,,,,,,POINT (-122.45971 37.777424),5,5,8,4,11
14TH AVE,CALIFORNIA,SE,NB,0,27621000,14TH AVE & CALIFORNIA,,,,,,,POINT (-122.47311 37.784416),5,5,8,4,29
CORNWALL,03RD AVE,NE,WB,0,27582000,CORNWALL & 03RD AVE,,,,,,,POINT (-122.46133 37.78495),5,5,8,4,11
CABRILLO,03RD AVE,SW,EB,0,27234000,CABRILLO ST & 03RD AVE,,,,I,,,POINT (-122.46065 37.775513),5,5,8,4,11
02ND AVE,ANZA,SE,NB,0,27226000,02ND AVE & ANZA ST,,,,I,,,POINT (-122.45985 37.779278),5,5,8,4,11
17TH AVE,CABRILLO,SE,NB,0,27457000,17TH AVE & CABRILLO,,,,,,,POINT (-122.47574 37.774822),5,5,8,4,29
10TH AVE,CABRILLO,SE,NB,0,27292000,10TH AVE & CABRILLO,,,,,,,POINT (-122.46815 37.77517),5,5,8,4,11
FUNSTON,CALIFORNIA,NW,SB,0,27619000,FUNSTON & CALIFORNIA,,,,,,,POINT (-122.47204 37.78447),5,5,8,4,11
07TH AVE,BALBOA,SE,NB,0,27274000,07TH AVE & BALBOA,,,,,,,POINT (-122.46506 37.77718),5,5,8,4,11
08TH AVE,BALBOA,SE,NB,,27278000,08TH AVE & BALBOA ST,,,,I,,,POINT (-122.46614 37.77713),5,5,8,4,11
BALBOA,07TH AVE,NE,WB,,27274000,BALBOA ST & 07TH AVE,,,,,,,POINT (-122.46506 37.77718),5,5,8,4,11
12TH AVE,BALBOA,NW,SB,0,27297000,12TH AVE & BALBOA,,,,,,,POINT (-122.47042 37.776936),5,5,8,4,11
17TH AVE,CLEMENT,SE,NB,,27502000,17TH AVE & CLEMENT,,,,,,,POINT (-122.476295 37.782402),5,5,8,4,29
16TH AVE,CLEMENT,SE,NB,0,27491000,16TH AVE & CLEMENT,,,,,,,POINT (-122.47522 37.78245),5,5,8,4,29
03RD AVE,ANZA,NW,SB,,27236000,03RD AVE & ANZA,,,,,,,POINT (-122.460915 37.77923),5,5,8,4,11
CORNWALL,03RD AVE,SW,EB,0,27582000,CORNWALL & 03RD AVE,,,,,,,POINT (-122.46133 37.78495),5,5,8,4,11
14TH AVE,CLEMENT,NW,SB,0,27485000,14TH AVE & CLEMENT,,,,,,,POINT (-122.47297 37.78255),5,5,8,4,29
LAKE ST,12TH AVE,NE,WB,0,27613000,LAKE ST & 12TH AVE,,,,,,,POINT (-122.4711 37.78638),5,5,8,4,11
02ND AVE,CALIFORNIA,SE,NB,0,27577000,02ND AVE & CALIFORNIA,,,,,,,POINT (-122.4603 37.785534),5,5,8,4,11
12TH AVE,CLEMENT,SE,NB,0,27306000,12TH AVE & CLEMENT,,,,,,,POINT (-122.47083 37.782646),5,5,8,4,11
10TH AVE,CLEMENT,SE,NB,0,27303000,10TH AVE & CLEMENT,,,,,,,POINT (-122.46869 37.782745),5,5,8,4,11
ANZA,05TH AVE,NE,WB,0,27244000,ANZA ST & 05TH AVE,,,,,,,POINT (-122.463066 37.779133),5,5,8,4,11
16TH AVE,CALIFORNIA,SE,NB,0,27624000,16TH AVE & CALIFORNIA,,,,,,,POINT (-122.47536 37.784313),5,5,8,4,29
16TH AVE,ANZA,SE,NB,,27479000,16TH AVE & ANZA,,,,,,,POINT (-122.474945 37.7786),5,5,8,4,29
FUNSTON,CLEMENT,SE,NB,0,27482000,FUNSTON & CLEMENT,,,,,,,POINT (-122.4719 37.782593),5,5,8,4,11
15TH AVE,CALIFORNIA,SE,NB,0,27623000,15TH AVE & CALIFORNIA,,,,,,,POINT (-122.474236 37.784367),5,5,8,4,29
02ND AVE,CALIFORNIA,NW,SB,0,27577000,02ND AVE & CALIFORNIA,,,,,,,POINT (-122.4603 37.785534),5,5,8,4,11
18TH AVE,CALIFORNIA,SE,NB,0,27632000,18TH AVE & CALIFORNIA,,,,,,,POINT (-122.47749 37.784218),5,5,8,4,29
15TH AVE,ANZA,NW,SB,0,27478000,15TH AVE & ANZA,,,,,,,POINT (-122.473816 37.77865),5,5,8,4,29
BALBOA,17TH AVE,NE,WB,0,27492000,BALBOA ST & 17TH AVE,,,,,,,POINT (-122.475876 37.776688),5,5,8,4,29
10TH AVE,ANZA,SE,NB,0,27295000,10TH AVE & ANZA,,,,,,,POINT (-122.468414 37.778893),5,5,8,4,11
06TH AVE,ANZA,NW,SB,0,27275000,06TH AVE & ANZA,,,,,,,POINT (-122.464134 37.779087),5,5,8,4,11
05TH AVE,CABRILLO,NW,SB,0,27240000,05TH AVE & CABRILLO,,,,,,,POINT (-122.46279 37.775414),5,5,8,4,11
14TH AVE,GEARY,SE,NB,0,27480000,14TH AVE & GEARY,,,,,,,POINT (-122.47283 37.780624),5,5,8,4,29
FUNSTON,LAKE,NW,SB,0,27627000,FUNSTON & LAKE,,,,,,,POINT (-122.472176 37.786327),5,5,8,4,11
04TH AVE,CABRILLO,SW,EB,0,27238000,04TH AVE & CABRILLO ST,,,,I,,,POINT (-122.46172 37.775463),5,5,8,4,11
FUNSTON,CLEMENT,NW,SB,0,27482000,FUNSTON & CLEMENT,,,,,,,POINT (-122.4719 37.782593),5,5,8,4,11
ANZA,11TH AVE,NE,WB,,27296000,ANZA ST & 11TH AVE,,,,,,,POINT (-122.46948 37.778843),5,5,8,4,11
CORNWALL,06TH AVE,,EB,,27597000,CORNWALL & 06TH AVE,,,,,,,POINT (-122.46454 37.784786),5,5,8,4,11
ANZA,12TH AVE,SW,EB,,27299000,ANZA ST & 12TH AVE,,,,,,,POINT (-122.47056 37.778797),5,5,8,4,11
14TH AVE,CABRILLO,NW,SB,0,27448000,14TH AVE & CABRILLO,,,,,,,POINT (-122.47242 37.774975),5,5,8,4,29
ANZA,05TH AVE,SW,EB,0,27244000,ANZA ST & 05TH AVE,,,,,,,POINT (-122.463066 37.779133),5,5,8,4,11
03RD AVE,CABRILLO,NW,SB,0,27234000,03RD AVE & CABRILLO,,,,,,,POINT (-122.46065 37.775513),5,5,8,4,11
BALBOA,03RD AVE,SW,EB,,27235000,BALBOA ST & 03RD AVE,,,,,,,POINT (-122.460785 37.777374),5,5,8,4,11
09TH AVE,CABRILLO,SE,NB,0,27280000,09TH AVE & CABRILLO ST,,,,I,,,POINT (-122.46707 37.77522),5,5,8,4,11
03RD AVE,CLEMENT,SE,NB,0,27247000,03RD AVE & CLEMENT,,,,,,,POINT (-122.4612 37.78308),5,5,8,4,11
CABRILLO,11TH AVE,SW,EB,,27264000,CABRILLO ST & 11TH AVE,,,,I,,,POINT (-122.469215 37.77512),5,5,8,4,11
FUNSTON,CABRILLO,NW,SB,0,27268000,FUNSTON & CABRILLO,,,,,,,POINT (-122.47136 37.775024),5,5,8,4,11
07TH AVE,CALIFORNIA,NW,SB,0,27593000,07TH AVE & CALIFORNIA,,,,,,,POINT (-122.46562 37.784847),5,5,8,4,11
06TH AVE,ANZA,SE,NB,0,27275000,06TH AVE & ANZA,,,,,,,POINT (-122.464134 37.779087),5,5,8,4,11
ANZA,17TH AVE,SW,EB,,27494000,ANZA ST & 17TH AVE,,,,,,,POINT (-122.47601 37.77855),5,5,8,4,29
CABRILLO,16TH AVE,NE,WB,0,27454000,CABRILLO ST & 16TH AVE,,,,I,,,POINT (-122.47467 37.77487),5,5,8,4,29
11TH AVE,BALBOA,SE,NB,0,27294000,11TH AVE & BALBOA ST,,,,,,,POINT (-122.469345 37.776985),5,5,8,4,11
16TH AVE,BALBOA,SE,NB,0,27477000,16TH AVE & BALBOA,,,,,,,POINT (-122.47481 37.776737),5,5,8,4,29
04TH AVE,CABRILLO,SE,NB,0,27238000,04TH AVE & CABRILLO,,,,,,,POINT (-122.46172 37.775463),5,5,8,4,11
11TH AVE,CLEMENT,SE,NB,0,27305000,11TH AVE & CLEMENT ST,,,,,,,POINT (-122.46976 37.782696),5,5,8,4,11
ANZA,04TH AVE,EB,EB,,27242000,ANZA ST & 04TH AVE,,,,,,,POINT (-122.46199 37.779182),5,5,8,4,11
09TH AVE,CLEMENT,SE,NB,0,27291000,09TH AVE & CLEMENT,,,,,,,POINT (-122.46761 37.7828),5,5,8,4,11
ANZA,09TH AVE,NE,WB,,27283000,ANZA ST & 09TH AVE,,,,,,,POINT (-122.46734 37.778942),5,5,8,4,11
18TH AVE,ANZA,NW,SB,,27495000,18TH AVE & ANZA,,,,,,,POINT (-122.47709 37.7785),5,5,8,4,29
02ND AVE,CABRILLO,SE,NB,0,27212000,02ND AVE & CABRILLO,,,,,,,POINT (-122.45957 37.775562),5,5,8,4,11
10TH AVE,BALBOA,SE,NB,0,27293000,10TH AVE & BALBOA,,,,,,,POINT (-122.46828 37.777035),5,5,8,4,11
ANZA,12TH AVE,NE,WB,,272999000,ANZA ST & 12TH AVE,,,,,,,POINT (-122.47056 37.778797),5,5,8,4,11
19TH AVE,ANZA,NW,SB,3N,27498000,19TH AVE & ANZA,,,,,,,POINT (-122.47815 37.778454),5,5,8,4,29
15TH AVE,CABRILLO,SE,NB,,27450000,15TH AVE & CABRILLO,,,,,,,POINT (-122.47355 37.77492),5,5,8,4,29
03RD AVE,BALBOA,NW,SB,0,27235000,03RD AVE & BALBOA,,,,,,,POINT (-122.460785 37.777374),5,5,8,4,11
CABRILLO,07TH AVE,NE,WB,0,27273000,CABRILLO ST & 07TH AVE,,,,I,,,POINT (-122.46493 37.775314),5,5,8,4,11
12TH AVE,LAKE,SE,NB,0,27613000,12TH AVE & LAKE,,,,,,,POINT (-122.4711 37.78638),5,5,8,4,11
17TH AVE,CLEMENT,NW,SB,,27502000,17TH AVE & CLEMENT,,,,,,,POINT (-122.476295 37.782402),5,5,8,4,29
03RD AVE,BALBOA,SE,NB,0,27235000,03RD AVE & BALBOA,,,,,,,POINT (-122.460785 37.777374),5,5,8,4,11
ANZA,10TH AVE,SW,EB,0,27295000,ANZA ST & 10TH AVE,,,,,,,POINT (-122.468414 37.778893),5,5,8,4,11
14TH AVE,GEARY,NW,SB,0,27480000,14TH AVE & GEARY,,,,,,,POINT (-122.47283 37.780624),5,5,8,4,29
CABRILLO,08TH AVE,NE,WB,0,27277000,CABRILLO ST & 08TH AVE,,,,I,,,POINT (-122.466 37.775265),5,5,8,4,11
47TH AVE,ANZA,NW,SB,,27995000,47TH AVE & ANZA,,,,,,,POINT (-122.50815 37.77709),6,6,8,4,29
GEARY,48TH AVE,NE,WB,,28011000,GEARY BLVD & 48TH AVE,,,,,,,POINT (-122.50935 37.77896),6,6,8,4,29
